de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME
1,7.23,7.23,4,8.08,8.08,3,7.67,7.67,2,7.43,7.43
1,9.33,16.56,4,9.53,17.61,3,9.54,17.21,2,9.28,16.71
1,9.04,25.60,4,8.91,26.52,3,9.00,26.21,2,9.00,25.71
1,9.11,34.71,3,8.88,35.40,3,9.19,35.40,2,9.11,34.82
1,9.19,43.90,3,9.18,44.585,4,9.54,44.945,2,9.22,44.045
