Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Laszlo VRENCEAN POSITION,Laszlo VRENCEAN LAP TIME,Laszlo VRENCEAN ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME
2,13.264,13.264,5,13.828,13.828,4,13.569,13.569,3,13.380,13.380,1,12.993,12.993
2,9.921,23.184,5,9.945,23.773,4,9.965,23.533,3,9.818,23.198,1,10.007,22.999
2,9.845,33.028,5,9.809,33.581,4,9.825,33.358,3,9.856,33.053,1,9.859,32.858
2,9.920,42.948,5,9.827,43.408,4,9.931,43.289,3,9.918,42.971,1,9.946,42.803
2,9.874,52.822,5,9.765,53.172,4,9.842,53.130,3,9.913,52.883,1,9.822,52.624
2,9.779,1:02.600,5,10.084,1:03.256,4,10.116,1:03.246,3,9.773,1:02.656,1,9.869,1:02.493
2,9.704,1:12.303,5,10.345,1:13.601,4,10.319,1:13.565,1,9.639,1:12.294,3,9.859,1:12.351
2,9.513,1:21.816,4,10.380,1:23.981,5,10.843,1:24.407,1,9.171,1:21.465,3,10.117,1:22.468
2,10.37,1:32.185,4,10.99,1:34.969,5,10.91,1:35.310,1,9.86,1:31.326,3,10.35,1:32.812
