FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME
1,7.21,7.21,3,7.46,7.46,2,7.30,7.30,4,7.59,7.59
1,9.50,16.71,3,9.57,17.03,2,9.55,16.85,4,9.49,17.08
1,8.87,25.58,3,8.95,25.98,2,8.85,25.70,4,9.05,26.13
1,8.90,34.48,3,8.89,34.87,2,8.88,34.58,4,8.90,35.03
1,9.01,43.49,3,9.00,43.875,2,9.00,43.58,4,8.95,43.982
