Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
4,13.05,13.05,2,12.81,12.81,1,12.70,12.70,3,12.92,12.92
4,9.90,22.95,2,9.96,22.77,1,9.96,22.66,3,9.92,22.84
4,10.26,33.21,2,10.23,33.00,1,10.25,32.91,3,10.25,33.09
4,9.99,43.20,1,9.89,42.89,2,10.07,42.98,3,9.97,43.06
4,9.49,52.69,1,9.46,52.35,2,9.45,52.43,3,9.43,52.49
4,9.42,1:02.11,1,9.12,1:01.47,3,9.22,1:01.65,2,9.05,1:01.54
4,9.69,1:11.80,1,9.13,1:10.60,3,9.15,1:10.80,2,9.14,1:10.68
4,10.07,1:21.87,1,9.24,1:19.84,3,9.22,1:20.02,2,9.23,1:19.91
4,10.38,1:32.241,1,9.29,1:29.126,3,9.28,1:29.297,2,9.29,1:29.200
