KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
1,7.25,7.25,4,8.09,8.09,3,7.75,7.75,2,7.46,7.46,5,8.24,8.24
1,9.47,16.72,4,9.88,17.97,3,9.74,17.49,2,9.37,16.83,5,9.91,18.15
1,8.99,25.71,4,9.40,27.37,3,9.47,26.96,2,8.97,25.80,5,9.32,27.47
1,9.09,34.80,5,9.76,37.13,3,9.47,36.43,2,9.09,34.89,4,9.39,36.86
1,9.30,44.10,5,10.10,47.234,3,9.71,46.140,2,9.29,44.18,4,9.60,46.460
