HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Jasper BRUNSMANN POSITION,Jasper BRUNSMANN LAP TIME,Jasper BRUNSMANN ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME
2,6.90,6.90,1,6.69,6.69,3,7.07,7.07,4,7.10,7.10,5,7.25,7.25
2,8.76,15.66,1,8.71,15.40,3,8.76,15.83,3,8.73,15.83,5,9.02,16.27
2,8.36,24.02,1,8.37,23.77,3,8.28,24.11,4,8.38,24.21,5,8.69,24.96
2,8.46,32.48,1,8.54,32.31,3,8.42,32.53,4,8.37,32.58,5,8.85,33.81
0,8.79,41.27,1,8.66,40.97,0,8.74,41.27,4,8.79,41.37,5,9.38,43.19
