Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Maxime FORTIN POSITION,Maxime FORTIN LAP TIME,Maxime FORTIN ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
1,6.75,6.75,2,6.86,6.86,3,7.03,7.03,4,7.24,7.24
1,8.95,15.70,2,8.93,15.79,3,8.99,16.02,4,8.94,16.18
1,8.45,24.15,4,31.80,47.59,2,8.48,24.50,3,8.46,24.64
1,8.45,32.60,4,15.11,1:02.70,2,8.34,32.84,3,8.33,32.97
1,8.82,41.419,4,12.29,1:14.983,2,8.67,41.505,3,8.66,41.623
