Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
1,6.74,6.74,3,7.07,7.07,4,7.23,7.23,2,6.86,6.86
1,8.95,15.69,3,9.07,16.14,4,9.02,16.25,2,9.04,15.90
1,8.66,24.35,3,8.53,24.67,4,8.53,24.78,2,8.62,24.52
1,8.80,33.15,2,8.65,33.32,4,8.66,33.44,3,8.89,33.41
1,8.97,42.119,3,9.29,42.610,2,8.80,42.237,4,9.36,42.765
