Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
2,14.9538,14.9538,4,15.6229,15.6229,3,15.0662,15.0662,1,14.8258,14.8258
4,11.5998,26.5536,3,10.8999,26.5228,2,11.4064,26.4726,1,11.5846,26.4104
3,10.9257,37.4793,4,11.1522,37.6750,2,10.9518,37.4244,1,10.9390,37.3494
1,9.8914,47.3707,4,10.2085,47.8835,2,10.0651,47.4895,3,10.1758,47.5252
1,10.2893,57.6600,4,10.2313,58.1148,2,10.1708,57.6603,3,10.3483,57.8735
1,10.1076,1:07.7676,4,10.0000,1:08.1148,2,10.1836,1:07.8439,3,9.9707,1:07.8442
2,10.0105,1:17.7781,3,9.8493,1:17.9641,1,9.9087,1:17.7526,4,10.1646,1:18.0088
1,9.8601,1:27.6382,3,9.9939,1:27.9580,2,9.9392,1:27.6918,4,9.9870,1:27.9958
2,10.16,1:37.799,3,10.00,1:37.955,1,10.00,1:37.689,4,10.30,1:38.297
