Ashley Sook Hui CHIN POSITION,Ashley Sook Hui CHIN LAP TIME,Ashley Sook Hui CHIN ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
5,15.36,15.36,4,15.14,15.14,1,14.65,14.65,2,14.82,14.82,3,14.96,14.96
5,11.24,26.60,4,11.10,26.24,2,11.17,25.82,3,11.26,26.08,1,10.65,25.61
5,10.90,37.50,4,10.39,36.63,2,10.61,36.43,3,10.44,36.52,1,10.71,36.32
5,11.04,48.54,4,10.55,47.18,2,10.34,46.77,3,10.49,47.01,1,10.30,46.62
5,11.56,1:00.10,4,10.25,57.43,2,10.34,57.11,3,10.24,57.25,1,10.36,56.98
5,11.81,1:11.91,4,10.12,1:07.55,2,10.04,1:07.15,3,9.99,1:07.24,1,10.06,1:07.04
5,11.99,1:23.90,4,10.29,1:17.84,3,9.86,1:17.01,1,9.63,1:16.87,2,9.87,1:16.91
5,12.68,1:36.58,4,10.68,1:28.52,3,9.93,1:26.94,1,9.40,1:26.27,2,9.94,1:26.85
3,12.49,1:49.069,2,11.26,1:39.773,0,,PEN,1,10.04,1:36.302,4,25.58,1:52.430
