FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
1,7.22,7.22,2,7.40,7.40,4,7.68,7.68,5,7.95,7.95,3,7.42,7.42
1,9.34,16.56,5,21.37,28.77,3,9.44,17.12,4,9.58,17.53,2,9.54,16.96
1,8.76,25.32,5,21.97,50.74,3,8.93,26.05,4,9.10,26.63,2,8.93,25.89
1,8.98,34.30,5,13.12,1:03.86,3,9.01,35.06,4,9.13,35.76,2,9.07,34.96
1,9.33,43.63,5,12.61,1:16.454,3,9.38,44.423,4,9.24,44.980,2,9.41,44.37
