Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
2,6.986,6.986,1,6.713,6.713,4,7.225,7.225,3,7.027,7.027
4,9.589,16.574,1,9.229,15.942,2,8.928,16.153,3,9.285,16.312
4,8.727,25.301,1,9.006,24.947,2,8.887,25.040,3,8.927,25.238
4,9.065,34.365,1,8.892,33.838,3,9.083,34.123,2,8.774,34.012
4,9.23,43.586,1,9.38,43.218,3,9.27,43.392,2,9.22,43.223
