Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Myukerrem TOP POSITION,Myukerrem TOP LAP TIME,Myukerrem TOP ELAPSED TIME
1,7.00,7.00,2,7.12,7.12,3,7.20,7.20,4,7.34,7.34
1,9.04,16.04,2,9.05,16.17,4,9.48,16.68,3,9.30,16.64
1,8.61,24.65,2,8.63,24.80,3,9.02,25.70,4,9.18,25.82
1,8.74,33.39,2,8.69,33.49,4,22.22,47.92,3,9.65,35.47
1,8.96,42.345,2,8.98,42.471,4,13.26,1:01.174,3,9.47,44.939
