Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME
1,7.63,7.63,2,7.83,7.83,3,8.07,8.07
1,10.31,17.94,2,10.23,18.06,3,10.27,18.34
1,9.66,27.60,2,9.64,27.70,3,9.66,28.00
1,9.77,37.37,2,9.78,37.48,3,9.75,37.75
1,10.13,47.496,2,10.11,47.589,3,9.98,47.721
