Alexander BUBNOV POSITION,Alexander BUBNOV LAP TIME,Alexander BUBNOV ELAPSED TIME,James RODOWSKY POSITION,James RODOWSKY LAP TIME,James RODOWSKY ELAPSED TIME,LEE Hyo Been POSITION,LEE Hyo Been LAP TIME,LEE Hyo Been ELAPSED TIME
3,7.25,7.25,2,7.20,7.20,1,6.99,6.99
3,9.47,16.72,2,9.35,16.55,1,9.12,16.11
3,8.68,25.40,2,8.81,25.36,1,8.74,24.85
3,9.08,34.48,2,8.89,34.25,1,8.85,33.70
3,9.12,43.591,2,9.21,43.457,1,9.00,42.698
