Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME
1,6.89,6.89,2,7.11,7.11,4,7.25,7.25,3,7.14,7.14
1,8.87,15.76,2,8.82,15.93,4,9.32,16.57,3,8.91,16.05
1,8.40,24.16,2,8.32,24.25,4,8.37,24.94,3,8.26,24.31
1,8.50,32.66,2,8.48,32.73,4,8.64,33.58,3,8.64,32.95
1,8.67,41.330,2,8.69,41.411,4,9.68,43.255,3,8.52,41.465
