Jakov DOLINIC POSITION,Jakov DOLINIC LAP TIME,Jakov DOLINIC ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
5,8.404,8.404,3,7.650,7.650,1,7.459,7.459,2,7.634,7.634,4,7.869,7.869
5,10.698,19.101,2,9.363,17.012,1,9.511,16.970,3,9.516,17.149,4,9.294,17.163
5,10.861,29.961,4,10.163,27.175,1,9.184,26.154,2,9.205,26.353,3,9.212,26.375
5,10.867,40.827,4,10.147,37.322,2,9.540,35.694,1,9.291,35.644,3,9.418,35.793
5,10.93,51.757,4,10.30,47.618,2,9.25,44.937,1,9.14,44.775,3,9.24,45.031
