HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.63,6.63,3,7.09,7.09,2,6.86,6.86,4,7.16,7.16
1,9.04,15.67,3,9.22,16.31,2,8.95,15.81,4,9.30,16.46
1,8.60,24.27,3,8.74,25.05,2,8.83,24.64,4,8.94,25.40
1,8.84,33.11,3,9.08,34.13,2,9.04,33.68,4,9.25,34.65
1,9.18,42.285,3,9.53,43.651,2,9.50,43.172,4,9.29,43.937
