WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME
3,7.87,7.87,2,7.57,7.57,1,7.40,7.40,4,7.93,7.93
3,9.76,17.63,2,9.67,17.24,1,9.62,17.02,4,9.84,17.77
3,9.06,26.69,2,9.19,26.43,1,9.25,26.27,4,9.21,26.98
3,9.20,35.89,2,9.24,35.67,1,9.38,35.65,4,9.28,36.26
3,9.62,45.508,1,9.60,45.262,2,9.75,45.391,4,9.73,45.981
