Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Bejamin WHITESIDE POSITION,Bejamin WHITESIDE LAP TIME,Bejamin WHITESIDE ELAPSED TIME
1,6.99,6.99,2,7.52,7.52,3,8.29,8.29,4,8.55,8.55
1,8.99,15.98,2,9.53,17.05,3,9.14,17.43,4,10.04,18.59
1,8.49,24.47,2,9.17,26.22,2,8.79,26.22,4,9.62,28.21
1,8.48,32.95,3,9.32,35.54,2,8.89,35.11,4,9.70,37.91
1,8.61,41.56,3,9.48,45.02,2,9.26,44.37,4,10.17,48.08
