Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME
4,13.12,13.12,3,13.01,13.01,2,12.85,12.85,1,12.77,12.77
4,10.40,23.52,3,10.40,23.41,1,10.34,23.19,2,10.51,23.28
4,10.36,33.88,2,10.32,33.73,1,10.47,33.66,3,10.46,33.74
4,9.69,43.57,1,9.62,43.35,2,9.76,43.42,3,9.70,43.44
4,9.43,53.00,3,9.55,52.90,2,9.40,52.82,1,9.26,52.70
4,9.19,1:02.19,3,9.16,1:02.06,2,9.13,1:01.95,1,9.12,1:01.82
4,9.01,1:11.20,3,8.98,1:11.04,2,9.08,1:11.03,1,9.12,1:10.94
3,9.15,1:20.35,4,9.43,1:20.47,1,8.97,1:20.00,2,9.08,1:20.02
4,9.65,1:29.996,3,9.52,1:29.987,1,9.18,1:29.177,2,9.24,1:29.256
