Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,LIU Lantian POSITION,LIU Lantian LAP TIME,LIU Lantian ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME
1,6.788,6.788,3,7.370,7.370,2,6.881,6.881,4,7.634,7.634
1,9.183,15.970,4,9.311,16.681,2,9.137,16.017,3,9.046,16.679
1,8.733,24.703,4,8.881,25.561,2,8.845,24.862,3,8.697,25.375
1,8.922,33.624,4,9.039,34.600,2,8.850,33.711,3,8.789,34.164
1,9.18,42.796,3,9.39,43.984,0,,DQ,2,9.08,43.238
