IZAFATAVA Hanna POSITION,IZAFATAVA Hanna LAP TIME,IZAFATAVA Hanna ELAPSED TIME,Franchesca BELL POSITION,Franchesca BELL LAP TIME,Franchesca BELL ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Julia ALBERT POSITION,Julia ALBERT LAP TIME,Julia ALBERT ELAPSED TIME
6,15.23,15.23,5,15.22,15.22,2,14.98,14.98,3,15.09,,4,15.19,15.19,1,14.87,14.87
6,11.13,26.36,2,10.83,26.05,1,10.96,25.94,3,11.00,,5,11.00,26.19,4,11.24,26.11
5,10.36,36.72,3,10.40,36.45,2,10.28,36.22,4,10.47,,1,9.78,35.97,6,10.69,36.80
5,9.90,46.62,4,9.85,46.30,2,9.66,45.88,3,9.60,,1,9.81,45.78,6,10.39,47.19
5,10.31,56.93,4,9.91,56.21,2,9.95,55.83,3,9.81,,1,9.92,55.70,6,10.68,57.87
5,10.88,1:07.81,4,10.10,1:06.31,2,9.75,1:05.58,3,9.75,,1,9.76,1:05.46,6,11.18,1:09.05
5,11.34,1:19.15,4,10.43,1:16.74,2,9.62,1:15.20,3,9.66,,1,9.71,1:15.17,6,11.56,1:20.61
5,11.59,1:30.74,4,10.94,1:27.68,1,9.91,1:25.11,3,9.91,,2,9.99,1:25.16,6,12.05,1:32.66
4,11.82,1:42.56,3,11.32,1:39.00,1,10.38,1:35.49,6,43.36,2:08.65,2,10.42,1:35.58,5,12.64,1:45.30
