Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
1,6.99,6.99,2,7.12,7.12,3,7.27,7.27,4,7.46,7.46
1,9.36,16.35,2,9.35,16.47,3,9.30,16.57,4,9.21,16.67
1,8.93,25.28,2,8.89,25.36,3,8.90,25.47,4,8.90,25.57
1,9.02,34.30,2,9.02,34.38,3,8.99,34.46,4,9.05,34.62
1,9.25,43.546,2,9.21,43.584,3,9.18,43.637,4,9.11,43.724
