Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME
3,7.67,7.67,1,7.47,7.47,2,7.59,7.59,4,7.95,7.95,5,8.05,8.05
3,9.65,17.32,1,9.30,16.77,2,9.51,17.10,4,9.63,17.58,5,9.93,17.98
3,9.01,26.33,1,8.99,25.76,2,9.03,26.13,4,8.96,26.54,5,9.61,27.59
3,9.22,35.55,1,8.97,34.73,2,9.21,35.34,3,9.01,35.55,5,9.90,37.49
4,9.51,45.06,1,9.22,43.95,0,,PHOTO,0,,PHOTO,5,10.37,47.86
