BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
3,7.13,7.13,1,6.93,6.93,4,7.26,7.26,2,6.94,6.94
2,8.99,16.12,1,9.12,16.05,3,9.12,16.38,4,10.18,17.12
2,8.55,24.67,1,8.45,24.50,3,8.69,25.07,4,8.77,25.89
1,8.54,33.21,2,8.72,33.22,3,8.69,33.76,4,8.53,34.42
1,8.74,41.95,2,8.95,42.17,3,8.79,42.55,4,9.61,44.03
