HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.82,6.82,2,6.90,6.90,3,6.93,6.93,4,7.11,7.11
1,8.81,15.63,2,8.89,15.79,3,9.03,15.96,4,8.90,16.01
1,8.33,23.96,2,8.31,24.10,3,8.45,24.41,4,8.49,24.50
1,8.46,32.42,2,8.42,32.52,3,8.51,32.92,4,8.58,33.08
1,8.60,41.017,2,8.60,41.113,3,8.72,41.635,4,8.67,41.746
