Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,16.77,16.77,3,17.07,17.07,2,16.96,16.96
1,12.74,29.51,3,12.67,29.74,2,12.67,29.63
1,11.37,40.88,3,11.34,41.08,2,11.31,40.94
1,9.73,50.61,3,9.78,50.86,2,9.75,50.69
1,9.36,59.97,3,9.34,1:00.20,2,9.40,1:00.09
1,9.30,1:09.27,3,9.31,1:09.51,2,9.32,1:09.41
1,9.09,1:18.36,3,9.09,1:18.60,2,9.13,1:18.54
1,9.16,1:27.52,2,9.07,1:27.67,3,9.27,1:27.81
1,9.21,1:36.730,2,9.14,1:36.803,3,9.17,1:36.978
