Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Jake POWERS POSITION,Jake POWERS LAP TIME,Jake POWERS ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
1,7.15,7.15,2,7.15,7.15,4,7.28,7.28,3,7.19,7.19,5,7.33,7.33
2,9.61,16.76,1,9.57,16.72,3,9.48,16.76,4,9.72,16.91,5,9.58,16.91
2,9.04,25.80,4,9.26,25.98,1,8.92,25.68,3,9.05,25.96,5,9.08,25.99
2,8.79,34.59,5,9.37,35.35,1,8.65,34.33,4,9.04,35.00,3,8.90,34.89
2,8.83,43.419,5,9.45,44.799,1,8.70,43.021,3,8.70,43.698,4,8.81,43.700
