Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Oliver HORSEPOOL POSITION,Oliver HORSEPOOL LAP TIME,Oliver HORSEPOOL ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
0,12.694,12.694,0,12.848,12.848,0,12.656,12.656,0,12.726,12.726
0,9.684,22.378,0,9.517,22.365,0,9.539,22.195,0,9.822,22.547
0,10.139,32.518,0,9.797,32.162,0,9.878,32.073,0,9.691,32.238
0,9.466,41.984,0,9.712,41.874,0,9.680,41.754,0,9.636,41.874
0,9.734,51.718,0,9.615,51.489,0,9.683,51.437,0,9.709,51.583
0,9.461,1:01.178,0,9.745,1:01.234,0,9.413,1:00.850,0,9.461,1:01.044
0,9.460,1:10.638,0,9.205,1:10.439,0,9.485,1:10.335,0,9.447,1:10.490
0,9.404,1:20.042,0,9.480,1:19.919,0,9.887,1:20.222,0,21.694,1:32.184
0,30.340,1:50.382,0,10.408,1:30.326,0,,,0,19.392,1:51.576
