Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,KIM Hyun-Kon POSITION,KIM Hyun-Kon LAP TIME,KIM Hyun-Kon ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,WOJNOWSKI Mariusz POSITION,WOJNOWSKI Mariusz LAP TIME,WOJNOWSKI Mariusz ELAPSED TIME
4,7.188,7.188,1,6.768,6.768,3,6.853,6.853,2,6.774,6.774,5,7.242,7.242
4,9.603,16.791,2,9.266,16.033,1,9.174,16.027,3,9.542,16.315,5,9.643,16.884
5,9.105,25.896,1,9.037,25.070,3,9.286,25.312,4,9.013,25.328,2,8.195,25.079
4,9.283,35.178,1,9.175,34.245,3,9.288,34.599,2,9.116,34.443,5,10.265,35.344
4,9.67,44.840,1,9.55,43.788,3,9.33,43.922,2,9.41,43.851,5,9.63,44.972
