Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Kei SAITO POSITION,Kei SAITO LAP TIME,Kei SAITO ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,6.90,6.90,2,7.12,7.12,3,7.33,7.33,5,7.54,7.54,4,7.38,7.38
1,8.85,15.75,2,8.98,16.10,4,9.11,16.44,5,9.15,16.69,3,8.90,16.28
1,8.45,24.20,3,8.64,24.74,4,8.51,24.95,5,8.62,25.31,2,8.43,24.71
1,8.59,32.79,4,9.10,33.84,3,8.59,33.54,5,8.82,34.13,2,8.45,33.16
1,8.75,41.54,5,9.72,43.537,3,8.81,42.332,4,9.13,43.240,2,8.72,41.88
