HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME
1,6.62,6.62,2,6.89,6.89,3,7.28,7.28,4,7.29,7.29
1,9.05,15.67,2,9.26,16.15,4,9.65,16.93,3,9.59,16.88
1,8.72,24.39,2,8.90,25.05,4,9.34,26.27,3,8.37,25.25
1,8.99,33.38,2,9.00,34.05,3,9.76,36.03,4,28.79,54.04
1,9.43,42.802,2,9.51,43.557,3,10.11,46.139,4,17.68,1:11.715
