CHAN Suet Ying POSITION,CHAN Suet Ying LAP TIME,CHAN Suet Ying ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,14.857,14.857,3,15.102,15.102,2,15.021,15.021
3,11.841,26.698,2,11.288,26.390,1,11.192,26.212
3,11.682,38.379,2,10.824,37.213,1,10.714,36.925
3,11.717,50.095,2,10.836,48.049,1,10.908,47.832
3,11.965,1:02.060,2,11.060,59.108,1,10.905,58.737
3,12.203,1:14.262,1,10.520,1:09.628,2,11.184,1:09.921
3,12.328,1:26.589,2,11.064,1:20.692,1,10.645,1:20.565
3,13.194,1:39.783,1,10.374,1:31.065,2,10.682,1:31.246
3,13.58,1:53.358,1,10.87,1:41.926,2,11.00,1:42.240
