Matthew MAK POSITION,Matthew MAK LAP TIME,Matthew MAK ELAPSED TIME,Bejamin WHITESIDE POSITION,Bejamin WHITESIDE LAP TIME,Bejamin WHITESIDE ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,KIM Byungjoon POSITION,KIM Byungjoon LAP TIME,KIM Byungjoon ELAPSED TIME,Istvan GAL ORAVECZ POSITION,Istvan GAL ORAVECZ LAP TIME,Istvan GAL ORAVECZ ELAPSED TIME
4,15.51,15.51,5,15.74,15.74,2,14.93,14.93,3,15.10,15.10,1,14.60,14.60
5,11.52,27.03,4,11.23,26.97,2,10.81,25.74,3,10.76,25.86,1,11.04,25.64
5,11.35,38.38,4,10.77,37.74,1,10.55,36.29,2,10.51,36.37,3,10.75,36.39
5,11.02,49.40,4,10.67,48.41,2,9.89,46.18,1,9.62,45.99,3,9.92,46.31
5,11.57,1:00.97,4,10.85,59.26,2,9.68,55.86,1,9.83,55.82,3,9.72,56.03
5,12.07,1:13.04,4,11.04,1:10.30,2,9.63,1:05.49,1,9.54,1:05.36,3,9.69,1:05.72
5,13.25,1:26.29,4,11.17,1:21.47,2,9.64,1:15.13,1,9.68,1:15.04,3,9.70,1:15.42
5,12.66,1:38.95,4,11.48,1:32.95,2,9.65,1:24.78,1,9.66,1:24.70,3,9.96,1:25.38
5,12.73,1:51.672,4,11.68,1:44.624,1,9.61,1:34.381,2,9.72,1:34.413,3,10.25,1:35.623
