Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME
1,6.74,6.74,2,6.89,6.89,4,7.06,7.06,2,6.89,6.89
1,8.78,15.52,3,8.87,15.76,4,8.79,15.85,2,8.73,15.62
1,8.22,23.74,3,8.17,23.93,4,8.24,24.09,2,8.21,23.83
1,8.27,32.01,3,8.29,32.22,4,8.29,32.38,2,8.23,32.06
2,8.51,40.52,3,8.48,40.70,4,8.48,40.86,1,8.37,40.43
