FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME
1,7.24,7.24,3,7.71,7.71,2,7.39,7.39,4,7.80,7.80
1,9.45,16.69,3,9.50,17.21,2,9.44,16.83,4,9.52,17.32
1,8.95,25.64,3,8.94,26.15,2,9.16,25.99,4,8.94,26.26
1,9.09,34.73,2,8.96,35.11,3,9.24,35.23,4,9.05,35.31
1,9.50,44.215,2,9.36,44.456,3,9.36,44.550,4,9.40,44.694
