Emily ROSEMOND POSITION,Emily ROSEMOND LAP TIME,Emily ROSEMOND ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Melanie de LANGE POSITION,Melanie de LANGE LAP TIME,Melanie de LANGE ELAPSED TIME
4,15.8617,15.8617,3,15.7512,15.7512,2,15.6504,15.6504,1,15.6125,15.6125
4,11.1698,27.0315,3,11.0783,26.8295,2,11.0791,26.7295,1,10.9471,26.5596
3,10.5980,37.6295,4,10.9750,37.8045,2,10.7732,37.5027,1,10.8066,37.3662
4,10.6549,48.2844,2,10.4270,48.2315,3,10.7346,48.2373,1,10.7350,48.1012
3,10.3874,58.6718,4,10.5904,58.8219,2,10.4178,58.6551,1,10.4156,58.5168
4,10.2469,1:08.9187,3,10.0766,1:08.8985,2,10.1821,1:08.8372,1,10.2365,1:08.7533
3,10.1110,1:19.0297,1,9.8674,1:18.7659,2,10.0099,1:18.8471,4,10.3015,1:19.0548
3,9.9252,1:28.9549,2,9.8366,1:28.6025,1,9.7179,1:28.5650,4,10.5079,1:29.5627
3,10.37,1:39.321,2,10.00,1:38.600,1,9.95,1:38.516,4,10.91,1:40.473
