Kirill SHASHIN POSITION,Kirill SHASHIN LAP TIME,Kirill SHASHIN ELAPSED TIME,Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
1,6.80,6.80,4,7.35,7.35,2,7.13,7.13,3,7.22,7.22
1,9.00,15.80,4,9.18,16.53,2,9.12,16.25,3,9.17,16.39
1,8.56,24.36,4,21.31,37.84,2,8.68,24.93,3,8.62,25.01
1,8.73,33.09,4,11.79,49.63,2,8.88,33.81,3,9.13,34.14
1,9.39,42.473,0,,notime,2,9.15,42.951,3,8.95,43.085
