Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
1,16.270,16.270,4,16.933,16.933,2,16.584,16.584,3,16.878,16.878
1,12.487,28.756,3,12.245,29.178,2,12.326,28.909,4,12.307,29.185
2,11.588,40.344,3,11.347,40.525,1,11.231,40.140,4,11.474,40.658
3,9.608,49.952,1,9.348,49.872,2,9.776,49.916,4,9.554,50.212
3,9.574,59.526,2,9.605,59.477,1,9.560,59.476,4,9.534,59.745
3,9.640,1:09.165,1,9.409,1:08.886,2,9.514,1:08.989,4,9.514,1:09.259
3,9.304,1:18.469,1,9.555,1:18.440,2,9.470,1:18.459,4,9.532,1:18.790
3,9.580,1:28.049,1,9.537,1:27.977,2,9.530,1:27.988,4,9.346,1:28.135
2,9.16,1:37.208,1,9.16,1:37.136,3,9.30,1:37.288,4,9.40,1:37.530
