Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
3,6.850,6.850,2,6.710,6.710,1,6.620,6.620,4,7.000,7.000
3,9.590,16.440,2,9.660,16.370,1,9.330,15.950,4,9.590,16.590
4,12.110,28.560,2,9.590,25.970,1,9.190,25.140,3,9.510,26.100
4,11.270,39.830,2,9.220,35.200,3,10.060,35.210,1,9.080,35.190
4,10.080,49.910,2,9.280,44.480,1,8.850,44.070,3,9.290,44.480
