CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME
1,13.54,13.54,3,13.66,13.66,2,13.65,13.65,4,13.89,13.89
1,10.47,24.01,3,10.53,24.19,2,10.40,24.05,4,10.45,24.34
1,10.05,34.06,3,10.06,34.25,2,10.04,34.09,4,10.05,34.39
1,10.06,44.12,3,10.00,44.25,2,10.10,44.19,4,10.06,44.45
1,9.76,53.88,3,9.86,54.11,2,9.76,53.95,4,9.78,54.23
1,9.86,1:03.74,3,9.82,1:03.93,2,9.87,1:03.82,4,9.83,1:04.06
1,9.73,1:13.47,4,37.27,1:41.20,3,10.48,1:14.30,2,9.73,1:13.79
1,9.99,1:23.46,4,20.82,2:02.02,3,10.39,1:24.69,2,10.03,1:23.82
1,10.45,1:33.906,0,,PEN,3,10.52,1:35.208,2,10.47,1:34.286
