FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Debora SECCHI POSITION,Debora SECCHI LAP TIME,Debora SECCHI ELAPSED TIME
1,7.28,7.28,2,7.47,7.47,3,7.78,7.78
1,9.50,16.78,2,10.26,17.73,3,10.05,17.83
1,9.19,25.98,2,9.44,27.18,3,9.47,27.30
1,9.37,35.36,3,9.60,36.79,2,9.38,36.69
1,9.58,44.931,2,10.04,46.828,3,10.22,46.905
