Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME
1,6.96,6.96,2,7.12,7.12,3,7.32,7.32,4,7.50,7.50
1,9.13,16.09,2,9.14,16.26,3,9.10,16.42,4,9.28,16.78
1,8.63,24.72,2,8.57,24.83,3,8.52,24.94,4,8.73,25.51
1,8.80,33.52,2,8.75,33.58,3,8.73,33.67,4,8.90,34.41
1,9.01,42.53,0,,PHOTO,0,,PHOTO,4,9.09,43.488
