Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,KIM Juyoung POSITION,KIM Juyoung LAP TIME,KIM Juyoung ELAPSED TIME,GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,13.34,13.34,4,13.68,13.68,2,13.44,13.44,3,13.56,13.56
1,10.55,23.89,3,10.40,24.08,2,10.53,23.97,4,10.55,24.11
1,9.69,33.58,4,9.91,33.99,3,9.91,33.88,2,9.63,33.74
1,9.92,43.50,4,9.74,43.73,3,9.81,43.69,2,9.85,43.59
1,10.02,53.52,3,10.00,53.73,2,9.92,53.61,4,10.70,54.29
1,10.09,1:03.61,3,10.18,1:03.91,2,10.14,1:03.75,4,11.18,1:05.47
3,10.17,1:13.78,2,9.84,1:13.75,1,9.92,1:13.67,4,12.22,1:17.69
3,10.13,1:23.91,2,10.08,1:23.83,1,10.01,1:23.68,4,12.95,1:30.64
2,10.05,1:33.960,1,10.03,1:33.859,0,,PEN,3,13.06,1:43.694
