Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME,Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME
3,16.558,16.558,2,16.356,16.356,1,16.325,16.325,4,16.663,16.663
3,11.960,28.518,4,12.428,28.783,1,11.951,28.276,2,11.808,28.471
2,11.854,40.371,4,11.798,40.581,1,11.810,40.085,3,11.902,40.372
3,11.438,51.809,4,11.415,51.995,1,11.253,51.338,2,11.142,51.514
4,9.904,1:01.713,3,9.706,1:01.701,1,10.163,1:01.501,2,10.008,1:01.521
4,9.675,1:11.387,3,9.654,1:11.354,2,9.723,1:11.223,1,9.634,1:11.155
3,9.670,1:21.056,2,9.640,1:20.993,1,9.655,1:20.878,4,10.196,1:21.351
3,9.742,1:30.797,1,9.088,1:30.081,2,9.774,1:30.652,4,9.936,1:31.286
2,10.02,1:40.817,1,10.10,1:40.175,0,,DQ,3,10.46,1:41.737
