Ivan MOJSILOVIC POSITION,Ivan MOJSILOVIC LAP TIME,Ivan MOJSILOVIC ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Roger VALLVERDU IMBERNON POSITION,Roger VALLVERDU IMBERNON LAP TIME,Roger VALLVERDU IMBERNON ELAPSED TIME
4,8.12,8.12,1,7.00,7.00,2,7.29,7.29,3,7.91,7.91
3,10.35,18.47,1,8.94,15.94,2,9.18,16.47,4,10.66,18.57
3,10.15,28.62,1,8.71,24.65,2,8.96,25.43,4,10.61,29.18
3,10.58,39.20,1,8.93,33.58,2,9.05,34.48,4,10.64,39.82
3,10.88,50.08,1,9.24,42.82,2,9.30,43.78,4,10.68,50.50
