Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Serge PLANCHER POSITION,Serge PLANCHER LAP TIME,Serge PLANCHER ELAPSED TIME,WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,6.810,6.810,2,7.043,7.043,4,7.465,7.465,3,7.345,7.345
2,9.257,16.067,1,9.009,16.052,4,9.043,16.509,3,9.065,16.410
1,8.727,24.794,2,8.769,24.821,4,8.623,25.132,3,8.570,24.980
1,8.815,33.609,2,8.911,33.732,3,8.797,33.929,4,9.041,34.020
1,9.076,42.686,3,9.205,42.936,2,8.966,42.894,4,9.040,43.060
