van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME
1,7.35,7.35,2,7.52,7.52,3,7.74,7.74,4,7.89,7.89
1,9.82,17.17,2,9.75,17.27,3,9.81,17.55,4,9.80,17.69
1,9.41,26.58,2,9.48,26.75,3,9.42,26.97,4,9.54,27.23
1,9.61,36.19,2,9.45,36.20,3,9.49,36.46,4,9.54,36.77
1,9.86,46.046,2,10.01,46.205,3,9.87,46.325,4,9.72,46.487
