LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME
2,13.40,13.40,1,13.31,13.31,3,13.53,13.53,4,13.67,13.67
2,10.17,23.57,1,10.16,23.47,3,10.11,23.64,4,10.05,23.72
2,10.14,33.71,1,10.16,33.63,3,10.16,33.80,4,10.21,33.93
2,10.25,43.96,1,10.26,43.89,3,10.17,43.97,4,10.18,44.11
2,9.33,53.29,3,9.59,53.48,1,9.17,53.14,4,9.49,53.60
2,9.43,1:02.72,3,9.38,1:02.86,1,9.46,1:02.60,4,9.41,1:03.01
2,9.63,1:12.35,3,9.61,1:12.47,1,9.65,1:12.25,4,9.64,1:12.65
2,9.36,1:21.71,3,9.51,1:21.98,1,9.36,1:21.61,4,9.78,1:22.43
1,9.43,1:31.139,3,9.71,1:31.686,2,9.56,1:31.168,4,10.16,1:32.585
