BERZINA Liene POSITION,BERZINA Liene LAP TIME,BERZINA Liene ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,VOROBIOV Marina POSITION,VOROBIOV Marina LAP TIME,VOROBIOV Marina ELAPSED TIME,Kinga KOVACS POSITION,Kinga KOVACS LAP TIME,Kinga KOVACS ELAPSED TIME
4,16.908,16.908,3,16.862,16.862,1,16.751,16.751,2,16.814,16.814
4,12.310,29.217,3,12.260,29.121,2,12.300,29.051,1,11.972,28.785
4,12.288,41.505,3,12.352,41.472,2,12.216,41.266,1,12.362,41.147
4,12.262,53.767,3,12.250,53.722,2,12.282,53.548,1,12.183,53.330
4,11.347,1:05.113,3,10.775,1:04.497,2,10.896,1:04.443,1,10.949,1:04.278
4,10.975,1:16.088,3,10.483,1:14.979,2,10.514,1:14.957,1,10.452,1:14.730
4,11.196,1:27.284,1,10.259,1:25.238,3,10.563,1:25.520,2,10.599,1:25.328
4,11.499,1:38.782,1,9.974,1:35.212,3,10.674,1:36.194,2,10.601,1:35.928
4,11.79,1:50.565,1,10.69,1:45.899,3,10.84,1:47.028,2,10.89,1:46.818
