BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Ian UPCOTT POSITION,Ian UPCOTT LAP TIME,Ian UPCOTT ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Matthew MAK POSITION,Matthew MAK LAP TIME,Matthew MAK ELAPSED TIME
2,12.77,12.77,3,12.89,12.89,1,12.61,12.61,4,14.38,14.38
2,9.62,22.39,3,9.59,22.48,1,9.68,22.29,4,11.42,25.80
2,9.62,32.01,3,9.63,32.11,1,9.64,31.93,4,11.72,37.52
2,9.51,41.52,3,9.53,41.64,1,9.54,41.47,4,12.42,49.94
1,9.26,50.78,3,9.29,50.93,2,9.38,50.85,4,13.28,1:03.22
1,9.38,1:00.16,3,9.42,1:00.35,2,9.41,1:00.26,4,13.60,1:16.82
1,9.45,1:09.61,3,9.48,1:09.83,2,9.48,1:09.74,4,14.84,1:31.66
1,9.56,1:19.17,3,9.60,1:19.43,2,9.54,1:19.28,4,14.25,1:45.91
2,9.70,1:28.868,3,9.69,1:29.119,1,9.59,1:28.863,4,13.93,1:59.837
