Benjamin KOCH POSITION,Benjamin KOCH LAP TIME,Benjamin KOCH ELAPSED TIME,Gellert PATAKI POSITION,Gellert PATAKI LAP TIME,Gellert PATAKI ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Petar PETROV POSITION,Petar PETROV LAP TIME,Petar PETROV ELAPSED TIME
3,7.400,7.400,2,7.346,7.346,1,7.192,7.192,4,7.728,7.728
2,9.812,17.211,3,10.013,17.358,1,9.567,16.759,4,9.995,17.722
2,9.411,26.622,3,9.824,27.182,1,9.561,26.320,4,9.642,27.364
2,9.962,36.583,3,9.512,36.693,1,9.630,35.950,4,9.946,37.309
2,9.94,46.521,3,10.28,46.971,1,10.39,46.331,4,10.53,47.832
