Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME
1,7.09,7.09,2,7.19,7.19,4,7.33,7.33,3,7.31,7.31
1,9.05,16.14,2,9.11,16.30,4,9.44,16.77,3,9.19,16.50
1,8.76,24.90,2,8.77,25.07,4,8.69,25.46,3,8.58,25.08
1,8.75,33.65,3,8.91,33.98,4,8.87,34.33,2,8.77,33.85
1,8.93,42.580,3,9.04,43.014,4,9.13,43.454,2,8.79,42.637
