GAERTNER Anna Katharina POSITION,GAERTNER Anna Katharina LAP TIME,GAERTNER Anna Katharina ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Assel TAISHMANOVA POSITION,Assel TAISHMANOVA LAP TIME,Assel TAISHMANOVA ELAPSED TIME
3,7.88,7.88,2,7.42,7.42,1,7.27,7.27,4,7.90,7.90
4,10.08,17.96,2,9.48,16.90,1,9.34,16.61,3,9.91,17.81
4,9.51,27.47,2,9.11,26.01,1,8.95,25.56,3,9.52,27.33
4,9.62,37.09,2,9.31,35.32,1,9.09,34.65,3,9.64,36.97
3,9.87,46.96,2,9.52,44.84,1,9.25,43.90,4,10.16,47.13
