BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME
1,6.96,6.96,3,7.26,7.26,2,7.12,7.12,4,7.37,7.37,5,7.47,7.47
1,9.02,15.98,3,8.94,16.20,2,8.97,16.09,4,9.05,16.42,5,9.29,16.76
1,8.44,24.42,2,8.41,24.61,5,31.30,47.39,3,8.54,24.96,4,9.13,25.89
1,8.53,32.95,4,36.87,1:01.48,5,20.65,1:08.04,2,8.74,33.70,3,9.46,35.35
1,8.82,41.77,4,13.39,1:14.868,5,17.09,1:25.120,2,9.12,42.82,3,9.45,44.806
