Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME
3,12.95,12.95,4,13.06,13.06,1,12.66,12.66,2,12.80,12.80
3,9.77,22.72,4,9.78,22.84,1,9.83,22.49,2,9.83,22.63
3,9.57,32.29,4,9.53,32.37,1,9.55,32.04,2,9.55,32.18
3,9.29,41.58,4,9.29,41.66,1,9.32,41.36,2,9.30,41.48
3,9.30,50.88,4,9.31,50.97,1,9.33,50.69,2,9.32,50.80
3,9.45,1:00.33,4,9.45,1:00.42,1,9.43,1:00.12,2,9.43,1:00.23
1,9.01,1:09.34,3,9.22,1:09.64,4,9.53,1:09.65,2,9.31,1:09.54
1,9.45,1:18.79,3,9.44,1:19.08,4,9.68,1:19.33,2,9.45,1:18.99
1,9.62,1:28.404,2,9.65,1:28.726,4,10.31,1:29.638,3,10.04,1:29.028
