NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
4,7.52,7.52,3,7.33,7.33,1,6.90,6.90,2,7.10,7.10,4,7.52,7.52
5,9.89,17.41,3,9.90,17.23,1,8.91,15.81,2,8.88,15.98,4,9.77,17.29
5,9.59,27.00,4,9.68,26.91,1,8.49,24.30,2,8.51,24.49,3,9.58,26.87
4,9.77,36.77,5,10.02,36.93,1,8.64,32.94,2,8.69,33.18,3,9.68,36.55
4,9.89,46.643,5,10.03,46.941,1,8.94,41.874,2,8.99,42.166,3,9.94,46.474
