Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Sebastian CANO POSITION,Sebastian CANO LAP TIME,Sebastian CANO ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME
1,7.17,7.17,4,16.53,,3,7.47,7.47,2,7.36,7.36
1,9.14,16.31,4,18.83,,3,9.51,16.98,2,9.51,16.87
1,8.73,25.04,4,11.32,,3,8.96,25.94,2,8.99,25.86
1,9.15,34.19,4,11.40,,3,9.17,35.11,2,9.21,35.07
1,9.64,43.819,4,15.77,,2,9.38,44.475,3,9.60,44.647
