Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
3,13.70,13.70,2,13.59,13.59,4,13.79,13.79,1,13.50,13.50
3,10.68,24.38,2,10.66,24.25,4,10.67,24.46,1,10.65,24.15
3,10.64,35.02,2,10.62,34.87,4,10.66,35.12,1,10.61,34.76
3,10.19,45.21,2,10.23,45.10,4,10.17,45.29,1,10.26,45.02
3,9.86,55.07,2,9.85,54.95,4,9.90,55.19,1,9.86,54.88
2,9.20,1:04.27,3,9.40,1:04.35,4,9.37,1:04.56,1,9.25,1:04.13
2,9.17,1:13.44,3,9.11,1:13.46,4,9.42,1:13.98,1,9.17,1:13.30
2,9.27,1:22.71,3,9.34,1:22.80,4,9.69,1:23.67,1,9.28,1:22.58
2,9.39,1:32.093,3,9.38,1:32.173,4,10.12,1:33.784,1,9.49,1:32.069
