Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME
2,14.53,14.53,3,14.61,14.61,1,13.47,13.47
3,10.65,25.18,2,10.32,24.93,1,10.25,23.72
3,9.76,34.94,2,9.83,34.76,1,10.21,33.93
3,9.84,44.78,2,9.93,44.69,1,10.29,44.22
3,9.91,54.69,1,9.87,54.56,2,10.44,54.66
2,9.79,1:04.48,1,9.81,1:04.37,3,10.35,1:05.01
2,9.81,1:14.29,1,9.80,1:14.17,3,10.60,1:15.61
2,9.50,1:23.79,1,9.43,1:23.60,3,10.94,1:26.55
2,9.61,1:33.40,1,9.30,1:32.90,3,11.18,1:37.73
