CHEN Xin POSITION,CHEN Xin LAP TIME,CHEN Xin ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
1,6.840,6.840,3,7.030,7.030,2,7.000,7.000,4,7.100,7.100
1,9.460,16.310,2,9.390,16.430,3,9.460,16.470,4,9.460,16.560
1,9.180,25.490,2,9.190,25.620,4,9.220,25.690,3,9.090,25.660
4,9.560,35.060,1,9.130,34.750,2,9.110,34.810,3,9.170,34.830
3,9.680,44.740,2,9.730,44.480,4,10.080,44.890,1,9.610,44.440
