BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME
3,13.25,13.25,2,13.12,13.12,4,13.30,13.30,1,12.98,12.98
3,9.71,22.96,2,9.75,22.87,4,9.77,23.07,1,9.81,22.79
1,9.39,32.35,3,9.69,32.56,4,9.57,32.64,2,9.64,32.43
1,9.25,41.60,3,9.21,41.77,4,9.25,41.89,2,9.28,41.71
1,9.29,50.89,3,9.34,51.11,4,9.28,51.17,2,9.28,50.99
1,9.29,1:00.18,3,9.26,1:00.37,4,9.34,1:00.51,2,9.29,1:00.28
1,9.26,1:09.44,2,9.21,1:09.58,3,9.19,1:09.70,4,9.50,1:09.78
1,9.38,1:18.82,2,9.33,1:18.91,3,9.23,1:18.93,4,9.24,1:19.02
0,9.57,1:28.39,3,9.99,1:28.90,4,10.23,1:29.16,0,9.37,1:28.39
