Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Declan HISCOX POSITION,Declan HISCOX LAP TIME,Declan HISCOX ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Stefan ANGHEL POSITION,Stefan ANGHEL LAP TIME,Stefan ANGHEL ELAPSED TIME
3,14.42,14.42,2,14.31,14.31,4,14.52,14.52,1,14.22,14.22,5,14.71,14.71
3,12.21,26.63,2,12.21,26.52,4,12.25,26.77,1,12.17,26.39,5,12.22,26.93
3,11.31,37.94,1,11.34,37.86,4,11.41,38.18,2,11.49,37.88,5,11.42,38.35
2,9.79,47.73,1,9.75,47.61,4,9.86,48.04,3,9.95,47.83,5,10.21,48.56
2,9.45,57.18,1,9.47,57.08,4,9.52,57.56,3,9.42,57.25,5,9.92,58.48
2,9.34,1:06.52,1,9.34,1:06.42,4,9.73,1:07.29,3,9.46,1:06.71,5,10.27,1:08.75
2,9.11,1:15.63,1,9.06,1:15.48,4,9.82,1:17.11,3,9.21,1:15.92,5,10.46,1:19.21
2,9.09,1:24.72,1,9.08,1:24.56,4,9.95,1:27.06,3,9.32,1:25.24,5,10.64,1:29.85
2,9.64,1:34.356,1,9.47,1:34.027,4,10.27,1:37.326,3,10.08,1:35.320,5,11.16,1:41.010
